Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Plant FIPS state code,Plant FIPS county code,Plant county name,Plant annual net generation (MWh)
IN,Clifty Creek,983,18,77,Jefferson,5034223.00
IN,Elkhart,986,18,39,Elkhart,2748.00
ID,Last Chance,987,16,29,Caribou,3992.00
IN,Twin Branch,989,18,141,St Joseph,24874.00
IN,IPL - Harding Street Station (EW Stout),990,18,97,Marion,1537977.00
IN,IPL - Eagle Valley Generating Station,991,18,109,Morgan,1444990.00
IN,C. C. Perry K Steam Plant,992,18,97,Marion,15187.00
IN,IPL - Petersburg Generating Station,994,18,125,Pike,8305555.00
IN,Michigan City Generating Station,997,18,91,LaPorte,1485359.00
IN,Norway (IN),998,18,181,White,17899.00
IN,Oakdale,999,18,15,Carroll,21183.00
IN,Cayuga,1001,18,165,Vermillion,4584763.00
IN,Edwardsport Generating Station,1004,18,83,Knox,3840179.00
IN,Markland,1005,18,155,Switzerland,320326.00
IN,Noblesville,1007,18,57,Hamilton,1273956.00
IN,R Gallagher,1008,18,43,Floyd,25590.00
IN,F B Culley Generating Station,1012,18,173,Warrick,2118170.00
NC,Butler-Warner Generation Plant,1016,37,51,Cumberland,-1884.00
UT,Manti Lower,1020,49,39,Sanpete,849.00
IN,Crawfordsville Power Plant,1024,18,107,Montgomery,0.00
IN,Peru (IN),1037,18,103,Miami,0.00
IN,Rensselaer City Light Plant,1038,18,73,Jasper,0.00
IN,Whitewater Valley,1040,18,177,Wayne,27965.00
IA,Lansing,1047,19,5,Allamakee,608124.00
IA,Iowa Hydro LLC,1067,19,97,Jackson,6157.00
IA,Marshalltown CTs,1068,19,127,Marshall,88139.00
IA,Prairie Creek,1073,19,113,Linn,82885.00
IA,Coralville GT,1079,19,103,Johnson,3220.00
IA,Riverside,1081,19,163,Scott,0.00
IA,Walter Scott Jr. Energy Center,1082,19,155,Pottawattamie,6362848.00
IA,River Hills,1084,19,153,Polk,261.00
IA,George Neal North,1091,19,193,Woodbury,1702451.00
IA,Merl Parr,1097,19,67,Floyd,983.00
IA,Burlington (IA),1104,19,57,Des Moines,1055702.00
IA,Keokuk,1109,19,111,Lee,923378.00
IA,Algona,1120,19,109,Kossuth,1208.00
IA,Alta Municipal Utilities,1121,19,21,Buena Vista,159.00
IA,Ames,1122,19,169,Story,257446.00
IA,Anita,1123,19,29,Cass,148.00
IA,Atlantic,1124,19,29,Cass,157.00
IA,Bancroft,1125,19,109,Kossuth,5.00
IA,Bellevue,1126,19,97,Jackson,122.00
IA,Bloomfield,1127,19,51,Davis,180.00
IA,Brooklyn,1128,19,157,Poweshiek,10.00
IA,Cascade,1129,19,61,Dubuque,76.00
IA,Gas Turbine (IA),1130,19,13,Black Hawk,245.00
IA,Streeter Station,1131,19,13,Black Hawk,14544.00
IA,Coggon,1132,19,113,Linn,132.00
IA,Corning,1134,19,3,Adams,50.00
IA,Dayton (IA),1135,19,187,Webster,17.00
IA,Estherville,1137,19,63,Emmet,390.00
IA,Forest City Light Plant,1138,19,189,Winnebago,313.00
IA,Gowrie,1141,19,187,Webster,86.00
IA,Graettinger,1142,19,147,Palo Alto,28.00
IA,Grand Junction,1143,19,73,Greene,20.00
IA,Grundy Center City Light Plant,1145,19,75,Grundy,846.00
IA,Harlan,1146,19,165,Shelby,6.00
IA,Indianola,1150,19,181,Warren,165.00
IA,Lake Park,1153,19,59,Dickinson,360.00
IA,Lake Mills,1154,19,189,Winnebago,77.00
IA,Lamoni Municipal Utilities,1155,19,53,Decatur,124.00
IA,La Porte,1156,19,13,Black Hawk,307.00
IA,Laurens,1157,19,151,Pocahontas,874.00
IA,Lenox,1158,19,173,Taylor,261.00
IA,Manning,1160,19,27,Carroll,781.00
IA,Maquoketa 1,1162,19,97,Jackson,-515.00
IA,McGregor,1163,19,43,Clayton,12.00
IA,Milford,1164,19,59,Dickinson,553.00
IA,Montezuma,1165,19,157,Poweshiek,207.00
IA,Mt Pleasant,1166,19,87,Henry,1082.00
IA,Muscatine,1167,19,139,Muscatine,976297.00
IA,New Hampton,1168,19,37,Chickasaw,2453.00
IA,Ogden,1169,19,15,Boone,233.00
IA,Osage (IA),1172,19,131,Mitchell,5200.00
IA,Ottumwa City of,1173,19,179,Wapello,8397.00
IA,Preston (IA),1176,19,97,Jackson,22.00
IA,Primghar,1177,19,141,O'Brien,0.00
IA,Rockford,1180,19,67,Floyd,12.00
IA,Rock Rapids,1181,19,119,Lyon,214.00
IA,Sibley One,1184,19,143,Osceola,98.00
IA,Spencer Gas Turbine,1186,19,41,Clay,0.00
IA,State Center,1187,19,127,Marshall,467.00
IA,Story City,1188,19,169,Story,893.00
IA,Stuart (IA),1190,19,77,Guthrie,2.00
IA,Sumner,1191,19,17,Bremer,498.00
IA,Traer Main,1192,19,171,Tama,58.00
IA,Villisca Municipal Power Plant,1193,19,137,Montgomery,27.00
IA,Vinton,1194,19,11,Benton,701.00
IA,Webster City,1198,19,79,Hamilton,3372.00
IA,West Bend,1199,19,147,Palo Alto,345.00
IA,West Liberty,1200,19,139,Muscatine,628.00
IA,Wilton,1202,19,139,Muscatine,83.00
IA,Winterset,1203,19,121,Madison,83.00
IA,Summit Lake,1206,19,175,Union,56313.00
IA,Earl F Wisdom,1217,19,41,Clay,10275.00
KS,Bird City,1224,20,23,Cheyenne,141.00
KS,Colby,1225,20,193,Thomas,54.00
KS,Cimarron River,1230,20,175,Seward,554.00
KS,Fort Dodge aka Judson Large,1233,20,57,Ford,910.00
KS,Great Bend Station aka Arthur Mullergren,1235,20,9,Barton,-1045.00
KS,Riverton,1239,20,21,Cherokee,1332336.00
KS,Gordon Evans Energy Center,1240,20,173,Sedgwick,144770.00
KS,La Cygne,1241,20,107,Linn,6390767.00
KS,Hutchinson Energy Center,1248,20,155,Reno,32959.00
KS,Lawrence Energy Center,1250,20,45,Douglas,1888956.00
KS,Anthony,1258,20,77,Harper,234.00
KS,Ashland,1259,20,25,Clark,307.00
KS,Augusta Electric Plant No 1,1261,20,15,Butler,21.00
KS,Baldwin City Plant No 1,1262,20,45,Douglas,28.00
KS,Belleville,1263,20,157,Republic,277.00
KS,Beloit,1264,20,123,Mitchell,744.00
KS,Burlingame,1265,20,139,Osage,90.00
KS,Burlington (KS),1266,20,31,Coffey,487.00
KS,Chanute 2,1268,20,133,Neosho,191647.00
KS,Clay Center,1270,20,27,Clay,787.00
KS,Coffeyville,1271,20,125,Montgomery,534.00
KS,Colby City of,1272,20,193,Thomas,528.00
KS,Ellinwood,1274,20,9,Barton,244.00
KS,Erie,1276,20,133,Neosho,10.00
KS,Garnett Municipal,1278,20,3,Anderson,0.00
KS,Girard,1279,20,37,Crawford,636.00
KS,Goodland,1280,20,181,Sherman,-3770.00
KS,Herington,1283,20,41,Dickinson,0.00
KS,Hill City,1285,20,65,Graham,4.00
KS,Hoisington,1286,20,9,Barton,386.00
KS,Holton,1287,20,85,Jackson,1439.00
KS,Iola,1291,20,1,Allen,1668.00
KS,Jetmore,1292,20,83,Hodgeman,219.00
KS,Kaw,1294,20,209,Wyandotte,
KS,Quindaro,1295,20,209,Wyandotte,10602.00
KS,Kingman Municipal Power and Light Plant,1296,20,95,Kingman,6583.00
KS,La Crosse,1297,20,165,Rush,79.00
KS,Larned,1299,20,145,Pawnee,-272.00
KS,Lincoln,1300,20,105,Lincoln,133.00
KS,McPherson 2,1305,20,113,McPherson,39671.00
KS,Meade,1306,20,119,Meade,246.00
KS,Minneapolis City of,1307,20,143,Ottawa,375.00
KS,Oberlin (KS),1312,20,39,Decatur,114.00
KS,Osage City,1313,20,139,Osage,312.00
KS,Osawatomie City of,1314,20,121,Miami,182.00
KS,Osborne,1315,20,141,Osborne,101.00
KS,Ottawa,1316,20,59,Franklin,2003.00
KS,Pratt,1317,20,151,Pratt,518.00
KS,Russell Downtown,1319,20,167,Russell,536.00
KS,Sabetha Power Plant,1320,20,131,Nemaha,-634.00
KS,St Francis,1321,20,23,Cheyenne,0.00
KS,St John,1322,20,185,Stafford,79.00
KS,Sharon Spring,1324,20,199,Wallace,46.00
KS,Stafford,1325,20,185,Stafford,
KS,Sterling,1326,20,159,Rice,319.00
KS,Stockton,1327,20,163,Rooks,4.00
KS,Wamego,1328,20,149,Pottawatomie,-236.00
KS,Washington,1329,20,201,Washington,108.00
KS,Wellington 1,1330,20,191,Sumner,482.00
KS,West 14th Street,1332,20,35,Cowley,797.00
KS,Garden City,1336,20,55,Finney,11441.00
KY,Big Sandy,1353,21,127,Lawrence,550541.00
KY,Dix Dam,1354,21,167,Mercer,88976.00
KY,E W Brown,1355,21,167,Mercer,1113574.00
KY,Ghent,1356,21,41,Carroll,10582328.00
KY,Haefling,1358,21,67,Fayette,-19.00
KY,Mother Ann Lee,1359,21,167,Mercer,11032.00
KY,Cane Run,1363,21,111,Jefferson,4751590.00
KY,Mill Creek,1364,21,111,Jefferson,7403799.00
KY,Ohio Falls,1365,21,111,Jefferson,262720.00
KY,Paddy's Run,1366,21,111,Jefferson,27080.00
KY,Zorn,1368,21,111,Jefferson,
KY,Barkley,1371,21,143,Lyon,619075.00
KY,Paris (KY),1376,21,17,Bourbon,43.00
KY,Kentucky Dam,1377,21,157,Marshall,1325393.00
KY,Paradise,1378,21,177,Muhlenberg,6567652.00
KY,Shawnee,1379,21,145,McCracken,6003761.00
KY,Wolf Creek,1380,21,207,Russell,868711.00
KY,Robert Reid,1383,21,233,Webster,-9824.00
KY,John S. Cooper,1384,21,199,Pulaski,478612.00
LA,Louisiana 1,1391,22,33,East Baton Rouge,2835740.00
LA,Louisiana 2,1392,22,33,East Baton Rouge,
LA,Coughlin Power Station,1396,22,39,Evangeline,2618812.00
LA,Teche Power Station,1400,22,101,St Mary,242879.00
LA,Little Gypsy,1402,22,89,St Charles,604429.00
LA,Ninemile Point,1403,22,51,Jefferson,7971042.00
LA,Sterlington,1404,22,73,Ouachita,14890.00
LA,Arsenal Hill Power Plant,1416,22,17,Caddo,2813263.00
LA,Lieberman Power Plant,1417,22,17,Caddo,70828.00
LA,Houma,1439,22,109,Terrebonne,19330.00
LA,New Roads,1453,22,77,Pointe Coupee,10.00
LA,Rayne,1456,22,1,Acadia,
LA,Big Cajun 1,1464,22,77,Pointe Coupee,72157.00
ME,Ellsworth Hydro Station,1469,23,9,Hancock,26324.00
ME,Milford Hydro Station,1475,23,19,Penobscot,44579.00
ME,Stillwater Hydro Station,1478,23,19,Penobscot,7263.00
ME,Bar Mills,1481,23,31,York,0.00
ME,Bonny Eagle,1482,23,31,York,31980.00
ME,Brunswick Hydro,1483,23,5,Cumberland,59417.00
ME,Cape Gas Turbine,1484,23,5,Cumberland,251.00
ME,Cataract Hydro,1486,23,31,York,0.00
ME,Deer Rips,1488,23,1,Androscoggin,47417.00
ME,Gulf Island,1491,23,1,Androscoggin,105252.00
ME,Harris Hydro,1492,23,25,Somerset,126317.00
ME,Hiram,1493,23,5,Cumberland,39297.00
ME,Messalonskee 2 (Oakland),1497,23,11,Kennebec,8074.00
ME,Messalonskee 3,1498,23,11,Kennebec,4203.00
ME,Messalonskee 5,1500,23,11,Kennebec,1922.00
ME,North Gorham,1501,23,5,Cumberland,7012.00
ME,Shawmut,1504,23,25,Somerset,32081.00
ME,Skelton,1505,23,31,York,93973.00
ME,William F Wyman,1507,23,5,Cumberland,5909.00
ME,West Buxton,1508,23,31,York,19020.00
ME,Weston Hydro,1509,23,25,Somerset,56840.00
ME,Williams Hydro,1510,23,25,Somerset,61164.00
ME,Wyman Hydro,1511,23,25,Somerset,229745.00
ME,Squa Pan Hydro Station,1516,23,3,Aroostook,832.00
MD,Herbert A Wagner,1554,24,3,Anne Arundel,122788.00
MD,Perryman,1556,24,25,Harford,239936.00
MD,Philadelphia,1557,24,510,Baltimore City,4294.00
MD,Crisfield,1563,24,39,Somerset,1400.00
MD,Vienna,1564,24,19,Dorchester,243.00
MD,Deep Creek,1567,24,23,Garrett,19992.00
MD,Chalk Point,1571,24,33,Prince Georges,107326.00
MD,Dickerson,1572,24,31,Montgomery,180692.00
MD,Morgantown,1573,24,17,Charles,1384481.00
MD,Conowingo,1574,24,25,Harford,2097157.00
MD,Easton,1580,24,41,Talbot,146.00
MA,Framingham Station,1586,25,21,Norfolk,599.00
MA,Mystic,1588,25,17,Middlesex,1184796.00
MA,Medway Station,1592,25,21,Norfolk,1452.00
MA,Kendall Green Energy LLC,1595,25,17,Middlesex,1174906.00
MA,Oak Bluffs Diesel Generating Facility,1597,25,7,Dukes,1997.00
MA,Canal Station,1599,25,1,Barnstable,184135.00
MA,Boatlock,1603,25,13,Hampden,13079.00
MA,Chemical,1604,25,13,Hampden,3139.00
MA,Hadley Falls,1605,25,13,Hampden,209121.00
MA,Riverside Holyoke,1607,25,13,Hampden,28122.00
MA,Nantucket Hybrid,1615,25,19,Nantucket,-145.00
MA,Deerfield 5,1620,25,3,Berkshire,62701.00
MA,Cabot,1629,25,11,Franklin,328613.00
MA,Cobble Mountain,1630,25,13,Hampden,20845.00
MA,Doreen,1631,25,3,Berkshire,67.00
MA,Gardners Falls,1634,25,11,Franklin,6086.00
MA,Putts Bridge,1637,25,13,Hampden,10513.00
MA,Redbridge,1638,25,13,Hampden,18132.00
MA,West Springfield,1642,25,13,Hampden,5916.00
MA,Woodland Road,1643,25,3,Berkshire,134.00
MA,Potter,1660,25,21,Norfolk,22813.00
MA,High Street Station,1670,25,9,Essex,590.00
MA,Waters River,1678,25,9,Essex,3124.00
MA,Cleary Flood,1682,25,5,Bristol,9514.00
MI,Alcona,1693,26,1,Alcona,27242.00
MI,Allegan Dam,1694,26,5,Allegan,10781.00
MI,C W Tippy,1698,26,101,Manistee,57717.00
MI,Cooke,1700,26,69,Iosco,26351.00
MI,Croton,1701,26,123,Newaygo,31294.00
MI,Dan E Karn,1702,26,17,Bay,3082146.00
MI,Five Channels,1704,26,69,Iosco,21403.00
MI,Foote,1705,26,69,Iosco,27989.00
MI,Hardy,1707,26,123,Newaygo,83127.00
MI,Hodenpyl,1708,26,165,Wexford,44816.00
MI,J H Campbell,1710,26,139,Ottawa,8271415.00
MI,Loud,1712,26,69,Iosco,13151.00
MI,Ludington,1713,26,105,Mason,-715146.00
MI,Mio,1714,26,135,Oscoda,15004.00
MI,Palisades,1715,26,159,Van Buren,7014799.00
MI,Rogers,1716,26,107,Mecosta,26010.00
MI,Webber,1722,26,67,Ionia,13019.00
MI,Colfax,1725,26,93,Livingston,409.00
MI,Delray,1728,26,163,Wayne,22009.00
MI,Fermi,1729,26,115,Monroe,9369366.00
MI,Hancock Peakers,1730,26,125,Oakland,14042.00
MI,Monroe,1733,26,115,Monroe,14722463.00
MI,Northeast (MI),1734,26,99,Macomb,10225.00
MI,Oliver,1735,26,63,Huron,-245.00
MI,Placid 12,1737,26,125,Oakland,563.00
MI,Putnam (MI),1739,26,125,Oakland,1130.00
MI,River Rouge,1740,26,163,Wayne,22114.00
MI,Slocum,1741,26,163,Wayne,25.00
MI,St. Clair,1743,26,147,St Clair,3220442.00
MI,Superior,1744,26,161,Washtenaw,2613.00
MI,Trenton Channel,1745,26,163,Wayne,1102055.00
MI,Wilmot,1746,26,157,Tuscola,926.00
MI,Manistique,1750,26,153,Schoolcraft,812.00
MI,Edison Sault,1751,26,33,Chippewa,204225.00
MI,Berrien Springs,1753,26,21,Berrien,27589.00
MI,Buchanan (MI),1754,26,21,Berrien,15489.00
WI,Saxon Falls,1756,55,51,Iron,6592.00
MI,Superior Falls,1757,26,53,Gogebic,7542.00
MI,Constantine,1760,26,149,St Joseph,4830.00
MI,Mottville,1761,26,149,St Joseph,6443.00
MI,John H Warden,1772,26,13,Baraga,122768.00
MI,Prickett,1773,26,13,Baraga,6615.00
MI,Victoria Dam,1774,26,131,Ontonagon,46629.00
WI,Brule,1775,55,37,Florence,16475.00
MI,Chalk Hill,1776,26,109,Menominee,32471.00
MI,Hemlock Falls,1777,26,71,Iron,6593.00
MI,Kingsford,1778,26,43,Dickinson,25102.00
MI,Michigamme Falls,1780,26,71,Iron,26199.00
MI,Peavy Falls,1781,26,71,Iron,46088.00
MI,Way Dam,1785,26,71,Iron,4858.00
MI,White Rapids,1786,26,109,Menominee,31787.00
MI,Grand Rapids,1787,26,109,Menominee,37471.00
MI,Crystal Falls,1821,26,71,Iron,5939.00
MI,Hart,1827,26,127,Oceana,0.00
MI,Hillsdale,1829,26,59,Hillsdale,1358.00
MI,Eckert Station,1831,26,65,Ingham,0.00
MI,Erickson,1832,26,45,Eaton,699049.00
MI,Plant Four,1840,26,103,Marquette,11.00
MI,James R Smith,1842,26,103,Marquette,8066.00
MI,Marshall (MI),1844,26,25,Calhoun,-95.00
MI,Newberry,1846,26,95,Luce,0.00
MI,Norway (MI),1848,26,43,Dickinson,30054.00
MI,Frank Jenkins,1851,26,67,Ionia,114.00
MI,St Louis,1852,26,57,Gratiot,432.00
MI,Main Street (MI),1853,26,63,Huron,0.00
MI,Sturgis City Diesel Plant,1855,26,149,St Joseph,444.00
MI,Hydro Plant,1856,26,149,St Joseph,0.00
MI,Saint Marys Falls,1865,26,33,Chippewa,146382.00
MI,Wyandotte,1866,26,163,Wayne,29975.00
MI,Zeeland,1867,26,139,Ottawa,16.00
MI,Dafter,1868,26,33,Chippewa,156.00
MI,Kleber,1871,26,31,Cheboygan,5050.00
MI,Tower,1873,26,31,Cheboygan,245.00
MI,Caro,1874,26,157,Tuscola,0.00
MI,Ubly,1875,26,63,Huron,18.00
MI,George Johnson,1877,26,133,Osceola,37125.00
MI,Claude Vandyke,1880,26,5,Allegan,5104.00
MI,Vestaburg,1881,26,117,Montcalm,2905.00
MN,Laskin Energy Center,1891,27,137,St Louis,90166.00
MN,Blanchard,1892,27,97,Morrison,65590.00
MN,Boswell Energy Center,1893,27,61,Itasca,5046585.00
MN,Fond Du Lac,1894,27,137,St Louis,28275.00
MN,Knife Falls,1895,27,17,Carlton,7991.00
MN,Little Falls (MN),1896,27,97,Morrison,26955.00
MN,Hibbard Energy Center,1897,27,137,St Louis,111239.00
MN,Pillager,1898,27,21,Cass,5917.00
MN,Scanlon,1899,27,17,Carlton,4709.00
MN,Sylvan,1900,27,21,Cass,8943.00
MN,Thomson,1901,27,17,Carlton,184660.00
MN,Winton,1902,27,75,Lake,9598.00
MN,Black Dog,1904,27,37,Dakota,1910457.00
MN,Hennepin Island,1911,27,53,Hennepin,49803.00
MN,High Bridge,1912,27,123,Ramsey,3168927.00
MN,Inver Hills,1913,27,37,Dakota,89160.00
MN,Allen S King,1915,27,163,Washington,1297884.00
MN,Monticello Nuclear Facility,1922,27,171,Wright,5022858.00
MN,Prairie Island,1925,27,49,Goodhue,9099913.00
MN,Red Wing,1926,27,49,Goodhue,132086.00
MN,Riverside (1927),1927,27,53,Hennepin,1369337.00
MN,St James,1929,27,165,Watonwan,101.00
MN,Wilmarth,1934,27,13,Blue Earth,96200.00
MN,Hoot Lake,1943,27,111,Otter Tail,127749.00
MN,Adrian,1956,27,105,Nobles,17.00
MN,Alexandria,1958,27,41,Douglas,39.00
MN,Benson City of,1964,27,151,Swift,95.00
MN,Blooming Prairie,1966,27,147,Steele,287.00
MN,Blue Earth,1967,27,43,Faribault,29.00
MN,Delano,1969,27,171,Wright,77.00
MN,Detroit Lakes,1970,27,5,Becker,0.00
MN,Elk River City of,1971,27,141,Sherburne,21984.00
MN,Fairfax,1972,27,129,Renville,8.00
MN,Fairmont (MN),1973,27,91,Martin,15553.00
MN,Glencoe,1975,27,85,McLeod,430.00
MN,Grand Marais,1976,27,31,Cook,375.00
MN,Granite Falls,1977,27,23,Chippewa,1873.00
MN,Hibbing,1979,27,137,St Louis,13424.00
MN,Hutchinson Plant #1,1980,27,85,McLeod,34364.00
MN,Janesville,1982,27,161,Waseca,26.00
MN,Kenyon Municipal,1983,27,49,Goodhue,17.00
MN,Lake Crystal,1985,27,13,Blue Earth,9.00
MN,Lanesboro,1987,27,45,Fillmore,191.00
MN,Litchfield,1989,27,93,Meeker,409.00
MN,Luverne,1990,27,133,Rock,314.00
MN,Marshall (MN),1993,27,83,Lyon,117.00
MN,Melrose,1994,27,145,Stearns,119.00
MN,Moose Lake,1996,27,17,Carlton,503.00
MN,Mora,1997,27,65,Kanabec,588.00
MN,Mountain Lake,1998,27,33,Cottonwood,2737.00
MN,New Prague,1999,27,79,Le Sueur,-66.00
MN,New Ulm,2001,27,15,Brown,7176.00
MN,North Branch (MN),2002,27,25,Chisago,567.00
MN,Owatonna,2003,27,147,Steele,271.00
MN,Preston (MN),2004,27,45,Fillmore,256.00
MN,Princeton (MN),2005,27,95,Mille Lacs,699.00
MN,Rochester Hydro,2007,27,157,Wabasha,8945.00
MN,Redwood Falls,2009,27,127,Redwood,1535.00
MN,Sleepy Eye,2011,27,15,Brown,97.00
MN,Springfield (MN),2012,27,15,Brown,0.00
MN,Spring Valley,2013,27,45,Fillmore,371.00
MN,Thief River Falls,2014,27,113,Pennington,1193.00
MN,Truman,2015,27,91,Martin,15.00
MN,Virginia,2018,27,137,St Louis,0.00
MN,Wells IC,2020,27,43,Faribault,435.00
MN,Westbrook,2021,27,33,Cottonwood,18.00
MN,Willmar,2022,27,67,Kandiyohi,5832.00
MN,Windom,2023,27,33,Cottonwood,69.00
MN,Worthington,2024,27,105,Nobles,10896.00
MN,Cambridge Station,2038,27,59,Isanti,95839.00
MN,Elk River,2039,27,141,Sherburne,75781.00
MN,Maple Lake Station,2042,27,171,Wright,1222.00
MS,Chevron Cogenerating Station,2047,28,59,Jackson,1065412.00
MS,Sweatt Electric Generating Plant,2048,28,75,Lauderdale,1826.00
MS,Watson Electric Generating Plant,2049,28,47,Harrison,2155493.00
MS,Baxter Wilson,2050,28,149,Warren,751206.00
MS,L L Wilkins,2059,28,27,Coahoma,105.00
MS,Yazoo,2067,28,163,Yazoo,0.00
MS,Benndale,2068,28,39,George,57748.00
MS,Moselle Generation Complex,2070,28,67,Jones,1314518.00
MO,Hawthorn,2079,29,95,Jackson,2852596.00
MO,Northeast Generating Station,2081,29,95,Jackson,22130.00
MO,Fairgrounds,2082,29,51,Cole,3243.00
MO,Nevada,2090,29,217,Vernon,1300.00
MO,Ralph Green Station,2092,29,37,Cass,6719.00
MO,Lake Road,2098,29,21,Buchanan,9549.00
MO,Niangua,2099,29,29,Camden,2714.00
MO,Labadie,2103,29,71,Franklin,16608055.00
MO,Meramec,2104,29,189,St Louis,544834.00
MO,Osage Dam,2106,29,131,Miller,861599.00
MO,Sioux,2107,29,183,St Charles,3886900.00
MO,Taum Sauk,2108,29,179,Reynolds,-86065.00
MO,Butler Municipal Power Plant,2115,29,13,Bates,296.00
MO,Carrollton,2120,29,33,Carroll,0.00
MO,Carthage,2121,29,97,Jasper,3016.00
MO,Chillicothe,2122,29,117,Livingston,3233.00
MO,Columbia,2123,29,19,Boone,41647.00
MO,Stockton Hydro,2124,29,39,Cedar,71045.00
MO,Fayette,2125,29,89,Howard,
MO,Fulton (MO),2126,29,27,Callaway,291.00
MO,Gallatin (MO),2127,29,61,Daviess,0.00
MO,Higginsville Municipal Power Plant,2131,29,107,Lafayette,13065.00
MO,Jackson Square,2134,29,95,Jackson,1879.00
MO,Station H,2135,29,95,Jackson,5329.00
MO,Station I,2136,29,95,Jackson,3747.00
MO,Jackson (MO),2137,29,31,Cape Girardeau,140.00
MO,Kahoka,2138,29,45,Clark,17.00
MO,Kennett,2139,29,69,Dunklin,1898.00
MO,La Plata,2140,29,121,Macon,9.00
MO,Macon,2141,29,121,Macon,0.00
MO,Malden,2142,29,69,Dunklin,264.00
MO,Marshall (MO),2144,29,195,Saline,9925.00
MO,Memphis,2145,29,199,Scotland,
MO,James River,2161,29,77,Greene,104206.00
MO,Unionville City of,2164,29,171,Putnam,7.00
MO,Table Rock,2166,29,213,Taney,620430.00
MO,New Madrid Power Plant,2167,29,143,New Madrid,5649269.00
MO,Thomas Hill Energy Center,2168,29,175,Randolph,8568259.00
MT,Glendive Generating Station,2176,30,21,Dawson,14863.00
MT,Miles City GT,2177,30,17,Custer,2880.00
MT,Black Eagle,2181,30,13,Cascade,99810.00
MT,Cochrane,2182,30,13,Cascade,221468.00
MT,Hauser,2185,30,49,Lewis and Clark,116008.00
MT,Holter,2186,30,13,Cascade,200665.00
MT,Selis Ksanka Qlispe,2188,30,47,Lake,987458.00
MT,Morony,2191,30,13,Cascade,231237.00
MT,Mystic,2192,30,95,Stillwater,52949.00
MT,Rainbow (MT),2193,30,13,Cascade,308369.00
MT,Ryan,2194,30,13,Cascade,384498.00
MT,Thompson Falls,2195,30,89,Sanders,469371.00
WY,Old Faithful,2196,56,39,Teton,361.00
MT,Noxon Rapids,2199,30,89,Sanders,1568975.00
MT,Hungry Horse,2203,30,29,Flathead,953331.00
MT,Yellowtail,2204,30,3,Big Horn,512187.00
NE,Ansley,2214,31,41,Custer,18.00
NE,Auburn,2215,31,127,Nemaha,377.00
NE,Arnold,2216,31,41,Custer,0.00
NE,Beaver City,2217,31,65,Furnas,0.00
NE,Broken Bow,2221,31,41,Custer,152.00
NE,Burwell,2222,31,71,Garfield,83.00
NE,Cambridge,2223,31,65,Furnas,100.00
NE,Campbell Village,2225,31,61,Franklin,0.00
NE,Canaday,2226,31,73,Gosper,6570.00
NE,Jeffrey,2227,31,111,Lincoln,85140.00
NE,Johnson 1,2228,31,73,Gosper,55574.00
NE,Johnson 2,2229,31,73,Gosper,67776.00
NE,Chappell,2230,31,49,Deuel,5.00
NE,Crete,2231,31,151,Saline,159.00
NE,Curtis,2232,31,63,Frontier,80.00
NE,David City,2233,31,23,Butler,316.00
NE,Deshler,2234,31,169,Thayer,0.00
NE,Emerson,2235,31,51,Dixon,39.00
NE,Falls City,2237,31,147,Richardson,463.00
NE,Franklin (NE),2238,31,61,Franklin,100.00
NE,Lon D Wright Power Plant,2240,31,53,Dodge,490737.00
NE,C W Burdick,2241,31,79,Hall,6547.00
NE,Don Henry,2243,31,1,Adams,1501.00
NE,North Denver,2244,31,1,Adams,0.00
NE,Kimball,2248,31,105,Kimball,368.00
NE,Laurel,2249,31,27,Cedar,9.00
NE,J Street,2250,31,109,Lancaster,2423.00
NE,Lyons,2253,31,21,Burt,0.00
NE,Nebraska City # 1,2255,31,131,Otoe,-906.00
NE,Syracuse # 2,2256,31,131,Otoe,-415.00
NE,Columbus,2260,31,141,Platte,120024.00
NE,Hallam Peaking,2265,31,109,Lancaster,2685.00
NE,Hebron Peaking,2266,31,169,Thayer,2892.00
NE,Kearney,2268,31,19,Buffalo,424.00
NE,McCook Peaking,2271,31,145,Red Willow,1985.00
NE,Monroe (NE),2273,31,141,Platte,26358.00
NE,North Platte,2274,31,111,Lincoln,50819.00
NE,Sheldon,2277,31,109,Lancaster,844659.00
NE,Jones Street,2290,31,55,Douglas,9559.00
NE,North Omaha Station,2291,31,55,Douglas,1635492.00
NE,Sarpy County Station,2292,31,153,Sarpy,122803.00
NE,Ord,2294,31,175,Valley,310.00
NE,Oxford (NE),2295,31,65,Furnas,43.00
NE,Pender,2296,31,173,Thurston,48.00
NE,Plainview Muncipal Power,2297,31,139,Pierce,0.00
NE,Red Cloud,2299,31,181,Webster,99.00
NE,Sargent,2300,31,41,Custer,43.00
NE,Sidney (NE),2302,31,33,Cheyenne,1.00
NE,Spalding,2303,31,77,Greeley,7.00
NE,Stuart (NE),2305,31,89,Holt,27.00
NE,Tecumseh,2308,31,97,Johnson,-57.00
NE,Wahoo,2310,31,155,Saunders,281.00
NE,Wakefield,2311,31,51,Dixon,28.00
NE,Wayne IC,2312,31,179,Wayne,961.00
NE,West Point Municipal,2313,31,39,Cuming,161.00
NE,Wilber,2315,31,151,Saline,20.00
NE,Wisner,2316,31,39,Cuming,161.00
NV,Clark,2322,32,3,Clark,972362.00
NV,Fort Churchill,2330,32,19,Lyon,510307.00
