Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
California,CA,Palomar Energy Center,55985,CTG1,Palomar Energy Center CTG1,San Diego County,55985|CTG1|California,873522.56,6081827.933,0.002119576,1.07E-05,0.003800189
California,CA,Palomar Energy Center,55985,CTG2,Palomar Energy Center CTG2,San Diego County,55985|CTG2|California,1009482.26,6976848.287,0.001748633,1.28E-05,0.003800189
California,CA,Donald Von Raesfeld,56026,PCT1,Donald Von Raesfeld PCT1,Santa Clara County,56026|PCT1|California,421656.82,3220487.044,0.000470148,0.000208029,0.004125318
California,CA,Donald Von Raesfeld,56026,PCT2,Donald Von Raesfeld PCT2,Santa Clara County,56026|PCT2|California,393745.43,3088301.399,0.001282665,0.000228068,0.005826321
California,CA,Malburg Generating Station,56041,M1,Malburg Generating Station M1,Los Angeles County,56041|M1|California,298862.42,2408694.49,0.007948667,0.001762968,0.009864164
California,CA,Malburg Generating Station,56041,M2,Malburg Generating Station M2,Los Angeles County,56041|M2|California,316585.76,2518902.849,4.00E-05,8.00E-06,5.74E-05
California,CA,Magnolia,56046,1,Magnolia 1,Los Angeles County,56046|1|California,1096796.49,7978457.568,0.006393446,0.001721797,0.003800189
California,CA,Walnut Energy Center,56078,1,Walnut Energy Center 1,Stanislaus County,56078|1|California,629640.02,5110719.67,0.008687686,0.002344204,0.005514265
California,CA,Walnut Energy Center,56078,2,Walnut Energy Center 2,Stanislaus County,56078|2|California,577284.78,4661525.107,0.005667372,0.001529992,0.003224867
California,CA,Ripon Generation Station,56135,1,Ripon Generation Station 1,Stanislaus County,56135|1|California,17528.8,208636.353,0.021205761,0.004234397,0.053057502
California,CA,Ripon Generation Station,56135,2,Ripon Generation Station 2,Stanislaus County,56135|2|California,15653.41,169970.435,0.02486829,0.006671708,0.00835973
California,CA,Riverside Energy Resource Center,56143,1,Riverside Energy Resource Center 1,Riverside County,56143|1|California,16546.37,169148.111,0.006290804,0.002327906,0.006711994
California,CA,Riverside Energy Resource Center,56143,2,Riverside Energy Resource Center 2,Riverside County,56143|2|California,13550.91,145298.562,0.007622007,0.002998507,0.006576566
California,CA,Riverside Energy Resource Center,56143,3,Riverside Energy Resource Center 3,Riverside County,56143|3|California,13817.85,147482.884,0.007622007,0.002998507,0.006576566
California,CA,Riverside Energy Resource Center,56143,4,Riverside Energy Resource Center 4,Riverside County,56143|4|California,12122.97,126615.509,0.008181299,0.004123638,0.011209228
California,CA,Miramar Energy Facility,56232,1,Miramar Energy Facility 1,San Diego County,56232|1|California,10876.36,108757,0.000301171,5.09E-05,0.006576566
California,CA,Miramar Energy Facility,56232,2,Miramar Energy Facility 2,San Diego County,56232|2|California,9907.85,100227.55,0.000288391,4.51E-05,0.006576566
California,CA,Malaga Power,56239,GT-1,Malaga Power GT-1,Fresno County,56239|GT-1|California,11314.63,112154.232,0.003939626,0.000510683,0.005411124
California,CA,Malaga Power,56239,GT-2,Malaga Power GT-2,Fresno County,56239|GT-2|California,13417.81,132816.42,0.003959945,0.000574892,0.002727953
California,CA,Roseville Energy Park,56298,CT001,Roseville Energy Park CT001,Placer County,56298|CT001|California,260103.97,2063453.925,0.000151516,0.000269905,0.001077932
California,CA,Roseville Energy Park,56298,CT002,Roseville Energy Park CT002,Placer County,56298|CT002|California,268628.2,2233125.915,0.000130706,0.000229196,0.000987999
California,CA,Russell City Energy Company LLC,56467,CT1,Russell City Energy Company LLC CT1,Alameda County,56467|CT1|California,167379.98,1208031.629,0.001102257,0.000388159,0.00016992
California,CA,Russell City Energy Company LLC,56467,CT2,Russell City Energy Company LLC CT2,Alameda County,56467|CT2|California,188737.24,1377903.24,0.000827643,0.000357844,0.0002973
California,CA,McGrath Generating Station,56471,CT1,McGrath Generating Station CT1,Ventura County,56471|CT1|California,11409.89,110227.911,0.007622007,0.002998507,0.006576566
California,CA,Grapeland Generating Station,56472,CT1,Grapeland Generating Station CT1,San Bernardino County,56472|CT1|California,24525.86,248957.444,0.007622007,0.002998507,0.006576566
California,CA,Mira Loma Generating Station,56473,CT1,Mira Loma Generating Station CT1,San Bernardino County,56473|CT1|California,24837.94,244958.793,0.007622007,0.002998507,0.006576566
California,CA,Barre Generating Station,56474,CT1,Barre Generating Station CT1,Orange County,56474|CT1|California,28950.42,286743.246,0.007622007,0.002998507,0.006576566
California,CA,Center Generating Station,56475,CT1,Center Generating Station CT1,Los Angeles County,56475|CT1|California,24918.2,255569.437,0.007622007,0.002998507,0.006576566
California,CA,Gateway Generating Station,56476,GT1,Gateway Generating Station GT1,Contra Costa County,56476|GT1|California,1714728.76,12301223.26,0.001483769,0.000223821,0.000411
California,CA,Gateway Generating Station,56476,GT2,Gateway Generating Station GT2,Contra Costa County,56476|GT2|California,1786444.79,12961355.46,0.001717118,0.000220253,0.000358841
California,CA,Colusa Generating Station,56532,CT1,Colusa Generating Station CT1,Colusa County,56532|CT1|California,1156046.37,8360381.036,0.00217087,0.00059254,0.003800189
California,CA,Colusa Generating Station,56532,CT2,Colusa Generating Station CT2,Colusa County,56532|CT2|California,1089896.14,7658684.855,0.002098396,0.000402288,0.003800189
California,CA,Niland Gas Turbine Plant,56569,1,Niland Gas Turbine Plant 1,Imperial County,56569|1|California,48663.48,450655.075,0.002834554,0.000629633,0.002774244
California,CA,Niland Gas Turbine Plant,56569,2,Niland Gas Turbine Plant 2,Imperial County,56569|2|California,45441.85,429158.978,0.001624343,0.000279364,0.001676184
California,CA,Midway Peaking,56639,1,Midway Peaking 1,Fresno County,56639|1|California,12663.4,140280.427,0.000915147,0.002324876,0.015620149
California,CA,Midway Peaking,56639,2,Midway Peaking 2,Fresno County,56639|2|California,12107.35,135605.232,0.00083458,0.002133558,0.015189014
California,CA,Panoche Energy Center,56803,1,Panoche Energy Center 1,Fresno County,56803|1|California,165406.52,1462613.355,0.002161091,0.00022833,0.002317177
California,CA,Panoche Energy Center,56803,2,Panoche Energy Center 2,Fresno County,56803|2|California,174845.82,1552811.975,0.002751338,0.000283932,0.003379154
California,CA,Panoche Energy Center,56803,3,Panoche Energy Center 3,Fresno County,56803|3|California,177966.71,1571353.108,0.002355451,0.000243887,0.0029594
California,CA,Panoche Energy Center,56803,4,Panoche Energy Center 4,Fresno County,56803|4|California,184785.75,1652347.145,0.001710424,0.000256667,0.002637584
California,CA,Orange Grove Project,56914,CTG1,Orange Grove Project CTG1,San Diego County,56914|CTG1|California,7214.65,75554.681,0.00703431,0.001946672,0.006576566
California,CA,Orange Grove Project,56914,CTG2,Orange Grove Project CTG2,San Diego County,56914|CTG2|California,8394.29,87250.619,0.007425428,0.002073225,0.006576566
California,CA,El Cajon Energy Center,57001,1,El Cajon Energy Center 1,San Diego County,57001|1|California,6953.68,72301.153,0.007622007,0.002998507,0.006576566
California,CA,Canyon Power Plant,57027,1,Canyon Power Plant 1,Orange County,57027|1|California,17619.53,180819.631,0.004289272,0.003257705,0.015596145
California,CA,Canyon Power Plant,57027,2,Canyon Power Plant 2,Orange County,57027|2|California,17923.63,182071.594,0.005120987,0.003923337,0.019506382
California,CA,Canyon Power Plant,57027,3,Canyon Power Plant 3,Orange County,57027|3|California,16603.38,168504.398,0.003785735,0.002892975,0.01479723
California,CA,Canyon Power Plant,57027,4,Canyon Power Plant 4,Orange County,57027|4|California,17768.95,184964.701,0.003458514,0.002653831,0.012500715
California,CA,Ivanpah 2,57073,BLR1,Ivanpah 2 BLR1,San Bernardino County,57073|BLR1|California,0,374989,0,0,0
California,CA,Ivanpah 1,57074,BLR1,Ivanpah 1 BLR1,San Bernardino County,57074|BLR1|California,0,532144.4,0,0,0
California,CA,Ivanpah 3,57075,BLR1,Ivanpah 3 BLR1,San Bernardino County,57075|BLR1|California,0,439707,0,0,0
California,CA,Marsh Landing Generating Station,57267,1,Marsh Landing Generating Station 1,Contra Costa County,57267|1|California,40415.06,436730.015,0.002423142,0.000725769,0.006077791
California,CA,Marsh Landing Generating Station,57267,2,Marsh Landing Generating Station 2,Contra Costa County,57267|2|California,73073.73,788700.384,0.000819922,0.000440727,0.001452668
California,CA,Marsh Landing Generating Station,57267,3,Marsh Landing Generating Station 3,Contra Costa County,57267|3|California,46674.21,508705.328,0.000810501,0.000398752,0.002430938
California,CA,Marsh Landing Generating Station,57267,4,Marsh Landing Generating Station 4,Contra Costa County,57267|4|California,111976.27,1200324.697,0.000758521,0.000358316,0.003378906
California,CA,"Sentinel Energy Center, LLC",57482,1,"Sentinel Energy Center, LLC 1",Riverside County,57482|1|California,83678.23,777694.992,0.000823467,0.001927036,0.002814629
California,CA,"Sentinel Energy Center, LLC",57482,2,"Sentinel Energy Center, LLC 2",Riverside County,57482|2|California,78298.99,717812.721,0.000726857,0.000837393,0.001794114
California,CA,"Sentinel Energy Center, LLC",57482,3,"Sentinel Energy Center, LLC 3",Riverside County,57482|3|California,74429.34,695832.406,0.002466868,0.0005406,0.001196916
California,CA,"Sentinel Energy Center, LLC",57482,4,"Sentinel Energy Center, LLC 4",Riverside County,57482|4|California,81188.66,760843.198,0.003930709,0.000604948,0.002185586
California,CA,"Sentinel Energy Center, LLC",57482,5,"Sentinel Energy Center, LLC 5",Riverside County,57482|5|California,84999.07,791895.443,0.000914242,0.000645131,0.005142904
California,CA,"Sentinel Energy Center, LLC",57482,6,"Sentinel Energy Center, LLC 6",Riverside County,57482|6|California,76438.37,703837.789,0.00152777,0.000467527,0.001534068
California,CA,"Sentinel Energy Center, LLC",57482,7,"Sentinel Energy Center, LLC 7",Riverside County,57482|7|California,82599.52,765132.433,0.000722372,0.000520141,0.002019916
California,CA,"Sentinel Energy Center, LLC",57482,8,"Sentinel Energy Center, LLC 8",Riverside County,57482|8|California,77498.13,707980.693,0.001910504,0.000408527,0.002847459
California,CA,Mariposa Energy Project,57483,GT-1,Mariposa Energy Project GT-1,Alameda County,57483|GT-1|California,25495.68,251728.325,0.007622007,0.002998507,0.006576566
California,CA,Mariposa Energy Project,57483,GT-2,Mariposa Energy Project GT-2,Alameda County,57483|GT-2|California,24897.41,248875.009,0.007622007,0.002998507,0.006576566
California,CA,Mariposa Energy Project,57483,GT-3,Mariposa Energy Project GT-3,Alameda County,57483|GT-3|California,21144.15,207932.061,0.007622007,0.002998507,0.006576566
California,CA,Mariposa Energy Project,57483,GT-4,Mariposa Energy Project GT-4,Alameda County,57483|GT-4|California,22943.31,229241.023,0.007622007,0.002998507,0.006576566
California,CA,Walnut Creek Energy Park,57515,GT1,Walnut Creek Energy Park GT1,Los Angeles County,57515|GT1|California,62443.48,546441.617,0.001097573,0.000451602,0.015491523
California,CA,Walnut Creek Energy Park,57515,GT2,Walnut Creek Energy Park GT2,Los Angeles County,57515|GT2|California,49420.04,433483.048,0.000496538,0.00052557,0.014584556
California,CA,Walnut Creek Energy Park,57515,GT3,Walnut Creek Energy Park GT3,Los Angeles County,57515|GT3|California,55264.05,485930.634,0.000811653,0.000580657,0.016110072
California,CA,Walnut Creek Energy Park,57515,GT4,Walnut Creek Energy Park GT4,Los Angeles County,57515|GT4|California,49057.29,438282.676,0.000510924,0.000380685,0.010715833
California,CA,Walnut Creek Energy Park,57515,GT5,Walnut Creek Energy Park GT5,Los Angeles County,57515|GT5|California,49109.57,436788.061,0.000407002,0.000348742,0.009740977
California,CA,Pio Pico Energy Center LLC,57555,CTG1,Pio Pico Energy Center LLC CTG1,San Diego County,57555|CTG1|California,19328.87,186205.319,0.007622007,0.002998507,0.006576566
California,CA,Pio Pico Energy Center LLC,57555,CTG2,Pio Pico Energy Center LLC CTG2,San Diego County,57555|CTG2|California,31852.19,297955.113,0.007622007,0.002998507,0.006576566
California,CA,Pio Pico Energy Center LLC,57555,CTG3,Pio Pico Energy Center LLC CTG3,San Diego County,57555|CTG3|California,27425.13,254946.756,0.007622007,0.002998507,0.006576566
California,CA,Algonquin Power Sanger,57564,8,Algonquin Power Sanger 8,Fresno County,57564|8|California,118408.21,1237046.786,0.019297887,0.00020718,0.004267908
California,CA,Lodi Energy Center,57978,CT1,Lodi Energy Center CT1,San Joaquin County,57978|CT1|California,1155646.08,12091843.73,0.002608395,0.00046607,0.00361537
California,CA,"Delano Energy Center, LLC",58122,GEN1,"Delano Energy Center, LLC GEN1",Tulare County,58122|GEN1|California,11338.48,119949.161,0.007622007,0.002998507,0.006576566
California,CA,Stanton Energy Reliability Center,60698,D1,Stanton Energy Reliability Center D1,Orange County,60698|D1|California,1660.31,17813.595,0.006393446,0.001721797,0.003800189
California,CA,Stanton Energy Reliability Center,60698,D7,Stanton Energy Reliability Center D7,Orange County,60698|D7|California,2945.89,30447.061,0.006393446,0.001721797,0.003800189
California,NV,Desert Star Energy Center,55077,EDE1,Desert Star Energy Center EDE1,Clark County,55077|EDE1|California,465850.89,3477605.607,0.004628583,0.004779299,0.003800189
California,NV,Desert Star Energy Center,55077,EDE2,Desert Star Energy Center EDE2,Clark County,55077|EDE2|California,562176.41,4221374.074,0.004626886,0.004797079,0.003800189
California,UT,Intermountain,6481,1SGA,Intermountain 1SGA,Millard County,6481|1SGA|California,3911058.25,36171288.85,0.024494215,0.002578264,2.64E-05
California,UT,Intermountain,6481,2SGA,Intermountain 2SGA,Millard County,6481|2SGA|California,4248640.25,37923036.43,0.023657071,0.002522813,2.59E-05
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-1,Butler-Warner Generation Plant GT-1,Cumberland County,1016|GT-1|Carolinas,850,13929.6,0.021554628,0.00943015,0.003800189
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-2,Butler-Warner Generation Plant GT-2,Cumberland County,1016|GT-2|Carolinas,468,7751.5,0.025714171,0.01124995,0.003800189
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-3,Butler-Warner Generation Plant GT-3,Cumberland County,1016|GT-3|Carolinas,148,2462.3,0.024372596,0.010663011,0.003800189
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-4,Butler-Warner Generation Plant GT-4,Cumberland County,1016|GT-4|Carolinas,93,1586.5,0.009500543,0.004071661,0.006576566
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-5,Butler-Warner Generation Plant GT-5,Cumberland County,1016|GT-5|Carolinas,124,2115.2,0.009333333,0.004,0.006576566
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-6,Butler-Warner Generation Plant GT-6,Cumberland County,1016|GT-6|Carolinas,301,4916.3,0.0251069,0.010984269,0.003800189
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-7,Butler-Warner Generation Plant GT-7,Cumberland County,1016|GT-7|Carolinas,696,11289.4,0.025964542,0.011359487,0.003800189
Carolinas,NC,Butler-Warner Generation Plant,1016,GT-8,Butler-Warner Generation Plant GT-8,Cumberland County,1016|GT-8|Carolinas,567,9385.7,0.004885198,0.002093656,0.003800189
Carolinas,NC,Asheville,2706,1,Asheville 1,Buncombe County,2706|1|Carolinas,0,0,0.017636319,0.002244477,0.000158478
Carolinas,NC,Asheville,2706,2,Asheville 2,Buncombe County,2706|2|Carolinas,0,0,0.021425066,0.003226074,0.000226825
Carolinas,NC,Asheville,2706,3,Asheville 3,Buncombe County,2706|3|Carolinas,128583.46,1467869.109,0.002947936,0.001539974,0.006576566
Carolinas,NC,Asheville,2706,4,Asheville 4,Buncombe County,2706|4|Carolinas,76052.25,889898.135,0.003205053,0.001656848,0.006576566
Carolinas,NC,Asheville,2706,CT5,Asheville CT5,Buncombe County,2706|CT5|Carolinas,1694052.35,11248779.88,0.000422,0.0021,0.000480392
