Regulatory Class,Vehicle Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
"Truck","Pickup","1983","1628","0.158063","22.17805","18.87651","17.51564","20.85710","473.06528","509.78789","428.18209","3543.619","-","211.7611","112.3953","15.1782","0.565603","0.031651","34.00797","0.019","0.221","0.761","0.563","0.153","0.280","0.000","0.004","0.955","undefined","0.000","0.001","0.000","0.044","0.000","0.000","0.000","0.000","0.000","0.956","undefined","undefined","0.000","-","undefined","0.000","3.9","0.000"
"Truck","Pickup","1984","2043","0.145760","21.45118","18.25999","16.91418","20.22702","488.08367","526.88826","440.65585","3618.901","-","215.4157","114.0118","15.0923","0.563171","0.031412","33.56496","0.006","0.247","0.747","0.549","0.159","0.293","0.000","0.000","0.963","undefined","0.010","0.000","0.000","0.027","0.000","0.000","0.000","0.000","0.000","0.973","undefined","undefined","0.000","-","undefined","0.000","4.0","0.000"
"Truck","Pickup","1985","2078","0.143697","21.38754","18.20137","16.90865","20.07745","488.92435","526.29619","443.24766","3642.380","-","221.3447","122.8821","14.1795","0.588061","0.033611","33.67195","0.000","0.254","0.746","0.516","0.148","0.337","0.000","0.000","0.828","undefined","0.114","0.045","0.000","0.012","0.000","0.000","0.000","0.000","0.000","0.988","undefined","undefined","0.000","-","undefined","0.000","4.0","0.000"
"Truck","Pickup","1986","2532","0.164807","22.24160","18.86250","17.48612","20.81179","471.48289","508.59063","427.32740","3574.005","-","205.9537","120.3470","13.5534","0.622669","0.033641","34.02802","0.000","0.252","0.748","0.584","0.112","0.304","0.000","0.000","0.606","undefined","0.212","0.176","0.000","0.006","0.000","0.000","0.000","0.000","0.000","0.994","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Pickup","1987","2147","0.144401","22.51299","19.03851","17.49579","21.20711","466.95388","508.12549","419.20765","3526.440","-","202.1216","123.3883","13.5302","0.638556","0.034744","33.88456","0.000","0.255","0.745","0.585","0.127","0.289","0.000","0.000","0.408","undefined","0.269","0.320","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.997","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Pickup","1988","2459","0.160745","21.50553","18.14217","16.53318","20.38628","489.98944","537.67551","436.05057","3736.914","-","229.2822","137.6928","13.1264","0.626666","0.036453","34.12095","0.000","0.284","0.716","0.510","0.103","0.388","0.000","0.000","0.161","undefined","0.354","0.483","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","0.000","undefined","0.000","4.3","0.000"
"Truck","Pickup","1989","2232","0.154396","21.16990","17.80206","16.18576","20.00544","499.32816","549.19102","444.33240","3803.156","-","235.7685","142.8300","12.3688","0.632517","0.037266","34.06698","0.000","0.289","0.711","0.524","0.061","0.415","0.000","0.000","0.100","undefined","0.388","0.511","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","0.000","undefined","0.000","4.4","0.000"
"Truck","Pickup","1990","1835","0.145428","20.74996","17.41153","15.68860","19.74637","510.53577","566.60404","450.16806","3928.038","-","246.5303","151.5798","11.3368","0.646939","0.038449","34.45450","0.000","0.279","0.721","0.458","0.043","0.498","0.000","0.000","0.060","undefined","0.524","0.414","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","0.000","undefined","0.000","4.4","0.000"
"Truck","Pickup","1991","1920","0.152737","21.74541","18.18688","16.30479","20.69693","488.75720","545.17665","429.48148","3779.345","-","231.9121","146.0197","11.4214","0.658243","0.038463","34.57437","0.000","0.248","0.752","0.522","0.014","0.464","0.000","0.000","0.032","undefined","0.479","0.487","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","0.000","undefined","0.000","4.5","0.000"
"Truck","Pickup","1992","1840","0.151158","20.93651","17.48087","15.54243","20.04642","508.47858","571.89705","443.40180","3976.449","-","244.5971","150.6981","11.2471","0.643542","0.037877","34.91527","0.000","0.263","0.737","0.471","0.009","0.521","0.000","0.000","0.032","undefined","0.580","0.386","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","4.4","0.000"
"Truck","Pickup","1993","2002","0.151559","21.12939","17.58531","15.59249","20.16668","505.36495","569.95370","440.67729","3995.899","-","243.8601","156.0455","10.3501","0.665806","0.038972","35.24845","0.000","0.276","0.724","0.439","0.008","0.553","0.000","0.000","0.021","undefined","0.612","0.367","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.000","undefined","0.000","4.4","0.000"
"Truck","Pickup","1994","2669","0.188962","21.03248","17.44093","15.47527","19.91268","509.54846","574.27121","446.29854","4056.457","-","247.5336","163.3181","10.1520","0.687424","0.040113","35.58261","0.000","0.293","0.707","0.400","0.010","0.590","0.000","0.000","0.008","undefined","0.695","0.297","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.022","undefined","0.000","4.4","0.000"
"Truck","Pickup","1995","2271","0.149951","20.41068","16.89032","14.91546","19.33340","526.15950","595.82456","459.67076","4182.348","-","256.5468","167.1794","10.3353","0.687263","0.039914","35.63507","0.000","0.330","0.670","0.396","0.009","0.595","0.000","0.000","0.000","undefined","0.695","0.305","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.055","undefined","0.000","4.4","0.000"
"Truck","Pickup","1996","1955","0.148759","20.78357","17.14796","15.07040","19.67613","518.39705","589.86033","451.79020","4189.857","-","251.4202","178.2257","10.5059","0.736934","0.042195","36.20493","0.000","0.293","0.707","0.346","0.014","0.640","0.000","0.000","0.000","undefined","0.998","0.000","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","0.002","undefined","0.000","0.133","undefined","0.000","4.3","0.000"
"Truck","Pickup","1997","2408","0.166543","20.44752","16.83729","14.71118","19.38849","527.86627","604.15396","458.40921","4414.615","-","264.0000","195.5758","10.1709","0.755687","0.043936","37.28423","0.000","0.347","0.653","0.253","0.000","0.747","0.000","0.000","0.000","undefined","0.999","0.000","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","0.001","undefined","0.000","0.067","undefined","0.000","4.3","0.000"
"Truck","Pickup","1998","2415","0.167035","20.70421","16.99566","14.79891","19.57973","522.93624","600.56030","453.92115","4282.279","-","251.9378","189.7748","10.5256","0.773195","0.043946","36.52478","0.000","0.348","0.652","0.273","0.015","0.711","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.112","undefined","0.000","4.3","0.000"
"Truck","Pickup","1999","2544","0.167236","19.90641","16.28507","14.22532","18.62601","545.71648","624.73342","477.13023","4486.464","-","267.4117","204.7477","10.3127","0.776217","0.045280","36.50751","0.000","0.453","0.547","0.175","0.009","0.815","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.077","undefined","0.000","4.2","0.000"
"Truck","Pickup","2000","2612","0.157633","20.46532","16.65304","14.59966","18.90595","533.65646","608.71276","470.06369","4340.005","-","255.1719","202.7504","9.8163","0.803148","0.046166","36.14287","0.000","0.384","0.616","0.167","0.008","0.825","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.127","0.000","0.000","4.2","0.000"
"Truck","Pickup","2001","2519","0.161400","19.63168","15.95330","13.91933","18.14886","557.06333","638.46478","489.67255","4551.472","-","268.8034","215.7755","9.4472","0.811574","0.047040","36.32330","0.000","0.387","0.613","0.120","0.008","0.871","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.128","0.000","0.000","4.2","0.000"
"Truck","Pickup","2002","2380","0.147705","19.46103","15.75266","13.76730","17.83204","564.15882","645.51495","498.37265","4689.839","-","271.2703","226.2520","9.4478","0.838223","0.047994","36.90222","0.000","0.424","0.576","0.095","0.009","0.896","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.178","0.000","0.000","4.2","0.000"
"Truck","Pickup","2003","2474","0.156838","19.94196","16.07718","14.02019","18.18506","552.77106","633.87142","488.69791","4641.510","-","264.2830","222.8414","9.4599","0.847410","0.047531","37.28171","0.000","0.395","0.605","0.103","0.009","0.888","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.145","0.000","0.000","4.3","0.000"
"Truck","Pickup","2004","2505","0.159491","19.55935","15.73684","13.66672","17.82082","564.72565","650.26564","498.68633","4938.797","-","281.4976","248.7484","9.1017","0.884603","0.050123","38.77724","0.000","0.463","0.537","0.070","0.009","0.921","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.324","0.189","0.000","4.3","0.000"
"Truck","Pickup","2005","2300","0.144749","19.71503","15.84874","13.61025","18.09372","560.73845","652.96396","491.16482","4987.822","-","283.9714","259.7066","8.8009","0.917164","0.052014","39.46567","0.000","0.467","0.533","0.057","0.000","0.943","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.409","0.391","0.000","4.4","0.000"
"Truck","Pickup","2006","2188","0.144862","20.10517","16.13873","13.89294","18.38011","550.66301","639.67737","483.51183","4967.739","-","277.9232","255.5367","8.9412","0.925129","0.051383","39.99333","0.000","0.458","0.542","0.062","0.000","0.938","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.001","0.999","0.001","undefined","0.039","0.490","0.475","0.000","4.4","0.000"
"Truck","Pickup","2007","2113","0.138334","20.10844","16.16854","13.83998","18.51907","549.64751","642.12526","479.88360","5144.497","-","286.3513","268.6433","8.9272","0.938266","0.051943","41.51034","0.000","0.454","0.546","0.044","0.000","0.956","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.165","0.400","0.400","0.000","4.5","0.000"
"Truck","Pickup","2008","1794","0.129071","20.49023","16.47549","14.06863","18.91691","539.40726","631.68897","469.79124","5161.204","63.00788","286.4273","276.3228","8.9017","0.961819","0.053099","42.55099","0.000","0.475","0.525","0.040","0.000","0.960","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.231","0.413","0.378","0.000","4.5","0.000"
"Truck","Pickup","2009","989","0.106215","21.02215","16.89988","14.39181","19.45798","525.86159","617.50394","456.72789","5175.939","62.56857","286.8271","277.8993","8.5022","0.970747","0.053371","43.61599","0.000","0.506","0.494","0.041","0.000","0.957","0.002","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.002","0.998","0.000","undefined","0.347","0.424","0.368","0.000","5.0","0.000"
"Truck","Pickup","2010","1276","0.114812","20.94820","16.85202","14.32492","19.43903","527.35529","620.38751","457.17309","5308.759","63.53787","292.6982","288.9247","8.4158","0.987095","0.054158","44.65579","0.000","0.570","0.430","0.024","0.000","0.975","0.001","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.001","0.999","0.000","undefined","0.208","0.599","0.622","0.000","5.4","0.000"
"Truck","Pickup","2011","1479","0.123051","21.36265","17.23687","14.63211","19.91075","515.58096","607.36296","446.34191","5267.786","63.92867","282.2292","303.8330","8.1543","1.086148","0.057128","45.42094","0.000","0.603","0.397","0.021","0.000","0.978","0.001","0.000","0.000","0.076","0.924","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.001","0.999","0.076","undefined","0.307","0.501","0.861","0.000","5.4","0.000"
"Truck","Pickup","2012","1357","0.100867","21.32407","17.20749","14.58427","19.90889","516.46123","609.35496","446.38350","5334.678","64.31795","286.2183","316.8917","7.9302","1.122033","0.059044","45.92361","0.000","0.624","0.376","0.015","0.000","0.985","0.001","0.000","0.000","0.103","0.897","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.001","0.999","0.103","0.000","0.328","0.557","0.946","0.000","5.6","0.000"
"Truck","Pickup","2013","1577","0.103765","21.67562","17.47393","14.79418","20.23960","508.58612","600.70936","439.08965","5428.998","65.32018","281.7403","328.0566","7.7965","1.185557","0.059995","47.47827","0.000","0.632","0.368","0.012","0.000","0.988","0.000","0.000","0.000","0.153","0.847","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.153","0.000","0.296","0.618","0.965","0.027","5.8","0.000"
"Truck","Pickup","2014","1929","0.124349","22.42017","18.03770","15.28095","20.87925","492.69032","581.57388","425.63781","5484.824","66.19105","292.5992","333.8904","7.6359","1.158415","0.060606","49.59653","0.000","0.649","0.351","0.007","0.000","0.993","0.000","0.000","0.000","0.450","0.550","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.100","0.000","0.502","0.488","0.993","0.127","6.1","0.000"
"Truck","Pickup","2015","1786","0.106699","23.46604","18.80861","15.97440","21.71506","473.52257","557.52520","410.15216","5164.656","65.33603","277.3358","324.1680","7.5658","1.207064","0.062617","48.74342","0.000","0.669","0.331","0.009","0.000","0.991","0.000","0.000","0.000","0.551","0.431","0.000","0.000","0.018","0.000","0.000","0.000","0.000","0.000","0.982","0.160","0.061","0.465","0.535","0.904","0.144","6.1","0.000"
"Truck","Pickup","2016","1907","0.117136","23.64287","18.92237","16.10266","21.80246","470.91563","553.37609","408.70861","5150.408","64.54543","266.0671","324.2175","7.5010","1.266371","0.062978","48.87171","0.000","0.671","0.329","0.007","0.000","0.993","0.000","0.000","0.000","0.499","0.479","0.000","0.000","0.022","0.000","0.000","0.000","0.000","0.000","0.977","0.181","0.079","0.375","0.625","0.896","0.207","6.4","0.000"
"Truck","Pickup","2017","2054","0.120699","23.65153","18.91763","16.08738","21.81259","470.48611","553.27096","408.03437","5217.041","64.78242","273.5970","332.8031","7.3637","1.257995","0.063705","49.43196","0.005","0.697","0.298","0.009","0.000","0.991","0.000","0.000","0.000","0.504","0.483","0.000","0.000","0.013","0.000","0.000","0.000","0.000","0.001","0.986","0.136","0.123","0.478","0.588","0.924","0.359","6.8","0.000"
"Truck","Pickup","2018","2259","0.138950","23.95478","19.10974","16.29858","21.96815","465.99329","546.37019","405.35809","5233.055","65.49679","266.3836","345.6733","7.0622","1.365203","0.066140","50.13069","0.002","0.715","0.283","0.005","0.000","0.995","0.000","0.000","0.000","0.414","0.570","0.000","0.000","0.017","0.000","0.000","0.000","0.000","0.006","0.977","0.206","0.319","0.437","0.628","0.893","0.525","7.6","0.000"
"Truck","Pickup","2019","2521","0.156192","23.92281","19.02718","16.22906","21.87200","467.41611","548.00736","406.61920","5084.835","65.11229","267.2307","342.6648","6.9382","1.350502","0.067127","48.51175","0.003","0.726","0.270","0.006","0.000","0.994","0.000","0.000","0.000","0.324","0.670","0.000","0.000","0.006","0.000","0.000","0.000","0.000","0.036","0.958","0.192","0.462","0.476","0.602","0.933","0.680","7.8","0.000"
"Truck","Pickup","Prelim. 2020","-","0.136940","24.63879","19.45440","16.82960","22.04854","460.13764","531.82056","406.06104","5192.148","64.35540","266.2039","340.4643","6.9157","1.343953","0.065512","50.96398","0.002","0.749","0.248","0.007","0.000","0.993","0.000","0.000","0.000","0.322","0.614","0.000","0.000","0.064","0.000","0.000","0.000","0.000","0.151","0.786","0.218","0.482","0.460","0.602","0.890","0.761","8.2","0.000"
"Truck","Truck SUV","1975","177","0.017331","12.98807","11.02071","10.62298","11.54921","806.39097","836.58258","769.49011","4213.574","-","332.0593","147.8221","-","0.442516","0.036095","23.06565","0.000","0.889","0.111","0.398","0.602","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Truck SUV","1976","232","0.018816","13.85568","11.76894","11.21251","12.52886","755.12304","792.59652","709.32212","4328.199","-","338.8686","141.5282","-","0.414658","0.033255","25.30092","0.000","0.895","0.105","0.322","0.678","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Truck SUV","1977","264","0.018710","15.12592","12.84559","12.23607","13.67836","691.83285","726.29512","649.71230","4248.173","-","336.6773","144.9224","-","0.427852","0.034529","27.18774","0.000","0.884","0.116","0.326","0.674","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Truck SUV","1978","364","0.025204","14.46186","12.28640","11.64185","13.17816","723.31987","763.36688","674.37352","4281.723","-","342.2026","149.6580","13.2041","0.434886","0.035262","26.13212","0.000","0.924","0.076","0.321","0.679","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Truck SUV","1979","385","0.027704","12.43441","10.53097","10.31087","10.81307","844.01701","862.03193","821.99878","4560.526","-","336.7944","145.2456","14.7896","0.432831","0.032324","24.00028","0.000","0.722","0.278","0.331","0.665","0.004","0.000","0.000","0.998","undefined","0.000","0.000","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","-","undefined","0.000","3.1","0.000"
"Truck","Truck SUV","1980","184","0.016297","15.52008","13.18631","12.49306","14.14570","675.57737","712.99565","629.84392","4236.831","-","294.5484","130.7478","15.6591","0.453034","0.030745","27.96132","0.000","0.889","0.111","0.436","0.303","0.261","0.000","0.000","0.977","undefined","0.000","0.000","0.000","0.023","0.000","0.000","0.000","0.000","0.000","0.977","undefined","undefined","0.000","-","undefined","0.000","3.3","0.000"
"Truck","Truck SUV","1981","136","0.012872","16.81935","14.30158","13.42825","15.53659","621.39972","661.81391","572.00460","4208.028","-","290.0337","131.5149","15.3652","0.460258","0.031468","30.10108","0.000","0.905","0.095","0.410","0.179","0.411","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","0.000","3.3","0.000"
"Truck","Truck SUV","1982","150","0.015371","17.27347","14.69788","13.68198","16.16485","615.95999","661.91624","559.79123","4494.407","-","305.0481","132.9675","16.7648","0.444405","0.029988","33.96238","0.000","0.862","0.138","0.319","0.231","0.450","0.000","0.000","0.834","undefined","0.000","0.000","0.000","0.166","0.000","0.000","0.000","0.000","0.000","0.834","undefined","undefined","0.000","-","undefined","0.000","3.6","0.000"
"Truck","Truck SUV","1983","256","0.024826","18.54059","15.79468","14.51766","17.69734","567.83767","617.86997","506.68709","4269.657","-","265.4497","126.9095","15.4758","0.507217","0.030013","34.36514","0.000","0.913","0.087","0.337","0.136","0.523","0.000","0.004","0.924","undefined","0.000","0.000","0.000","0.076","0.000","0.000","0.000","0.000","0.000","0.924","undefined","undefined","0.000","-","undefined","0.000","3.9","0.000"
"Truck","Truck SUV","1984","570","0.040634","19.01569","16.19242","14.94432","18.03317","550.59585","596.60330","494.36453","4048.509","-","231.3501","121.6039","15.6413","0.554195","0.030023","33.22343","0.000","0.933","0.067","0.303","0.289","0.408","0.000","0.000","0.975","undefined","0.000","0.000","0.000","0.025","0.000","0.000","0.000","0.000","0.000","0.975","undefined","undefined","0.000","-","undefined","0.000","3.8","0.000"
"Truck","Truck SUV","1985","648","0.044795","19.40313","16.53857","15.08883","18.73913","538.48011","590.23082","475.22923","4092.154","-","221.6792","123.3431","15.4168","0.583402","0.029925","34.26912","0.000","0.913","0.087","0.295","0.136","0.569","0.000","0.000","0.929","undefined","0.044","0.010","0.000","0.017","0.000","0.000","0.000","0.000","0.000","0.983","undefined","undefined","0.000","-","undefined","0.000","4.0","0.000"
"Truck","Truck SUV","1986","714","0.046490","20.06322","17.03397","15.63894","19.05810","522.70900","569.32282","467.20897","3957.881","-","210.0428","127.7072","13.9675","0.652583","0.032337","33.93336","0.000","0.933","0.067","0.389","0.075","0.536","0.000","0.000","0.518","undefined","0.259","0.206","0.000","0.017","0.000","0.000","0.000","0.000","0.000","0.983","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1987","779","0.052382","20.40282","17.27386","15.75200","19.45536","514.79052","564.53141","457.06174","3881.943","-","212.3156","137.2537","13.5067","0.680422","0.035277","33.60650","0.000","0.941","0.059","0.396","0.094","0.510","0.000","0.000","0.278","undefined","0.331","0.387","0.000","0.005","0.000","0.000","0.000","0.000","0.000","0.995","undefined","undefined","0.000","0.000","undefined","0.000","4.3","0.000"
"Truck","Truck SUV","1988","859","0.056136","20.16973","17.02310","15.49013","19.16950","522.29497","573.99058","463.80568","3905.607","-","221.7976","144.0111","13.3020","0.682177","0.036851","33.25153","0.000","0.943","0.057","0.345","0.080","0.575","0.000","0.000","0.176","undefined","0.473","0.348","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.997","undefined","undefined","0.000","0.000","undefined","0.000","4.3","0.000"
"Truck","Truck SUV","1989","818","0.056604","19.67203","16.55267","15.03970","18.61918","537.09712","591.13200","477.48102","4086.103","-","243.6953","155.6757","12.3602","0.665194","0.038387","33.92420","0.000","0.935","0.065","0.260","0.085","0.656","0.000","0.000","0.069","undefined","0.463","0.465","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.997","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1990","643","0.050964","19.57632","16.43622","14.80517","18.64847","540.92197","600.51950","476.74653","4098.310","-","234.8113","155.1478","11.6701","0.693785","0.038090","33.60667","0.000","0.925","0.075","0.291","0.041","0.668","0.000","0.000","0.052","undefined","0.567","0.378","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.997","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1991","871","0.069307","19.98340","16.73325","14.98104","19.07888","531.24220","593.38068","465.92564","4157.233","-","233.3317","161.5263","11.5591","0.708961","0.039054","34.85089","0.000","0.963","0.037","0.218","0.017","0.765","0.000","0.000","0.004","undefined","0.622","0.372","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.998","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1992","761","0.062497","19.40017","16.20331","14.45837","18.49312","548.46809","614.66124","480.55714","4203.692","-","235.1226","169.5920","11.0430","0.737594","0.040818","34.05611","0.000","0.954","0.046","0.217","0.009","0.774","0.000","0.000","0.000","undefined","0.745","0.255","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.000","undefined","0.000","4.1","0.000"
"Truck","Truck SUV","1993","838","0.063432","19.56809","16.29119","14.50835","18.57674","545.50973","612.54383","478.39402","4331.199","-","244.0461","178.9183","10.1151","0.753042","0.041874","35.22376","0.000","0.931","0.069","0.191","0.009","0.799","0.000","0.000","0.000","undefined","0.830","0.170","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.000","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1994","1291","0.091424","19.28683","16.00656","14.25391","18.19219","555.20998","623.47823","488.50642","4331.104","-","244.9233","180.4590","10.0572","0.756399","0.042026","34.69249","0.000","0.957","0.043","0.152","0.000","0.848","0.000","0.000","0.000","undefined","0.847","0.153","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.134","undefined","0.000","4.1","0.000"
"Truck","Truck SUV","1995","1596","0.105390","19.33432","15.99832","14.20465","18.18927","555.49574","625.64038","488.58484","4323.131","-","244.5779","177.4035","10.4003","0.750682","0.041445","34.58732","0.000","0.901","0.099","0.150","0.000","0.850","0.000","0.000","0.000","undefined","0.849","0.151","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.151","undefined","0.000","4.1","0.000"
"Truck","Truck SUV","1996","1603","0.121923","19.63220","16.22709","14.21598","18.69328","547.67933","625.15861","475.42483","4386.100","-","258.8665","188.6074","10.5206","0.744389","0.043192","35.61370","0.000","0.838","0.162","0.061","0.000","0.939","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.135","undefined","0.000","4.1","0.000"
"Truck","Truck SUV","1997","2089","0.144517","19.60543","16.13144","14.20220","18.40626","550.92239","625.76027","482.83455","4463.251","-","255.4061","190.4155","10.4697","0.764780","0.042697","35.96677","0.000","0.819","0.181","0.097","0.000","0.903","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.191","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1998","2127","0.147127","19.68046","16.16263","14.11935","18.54879","549.85500","629.42713","479.12048","4450.325","-","252.4649","191.7499","10.7407","0.785709","0.043163","35.99619","0.000","0.862","0.138","0.075","0.000","0.925","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.220","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","1999","2342","0.153947","19.64889","16.07409","14.06198","18.35305","552.87737","631.98791","484.22482","4518.425","-","252.8184","203.7447","10.3775","0.836587","0.045172","36.30751","0.000","0.794","0.206","0.059","0.000","0.941","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.264","undefined","0.000","4.2","0.000"
"Truck","Truck SUV","2000","2526","0.152432","19.63709","16.00646","14.00116","18.21771","555.21340","634.73290","487.82200","4601.991","-","253.1359","206.1898","9.9684","0.839222","0.044855","36.79111","0.000","0.835","0.165","0.049","0.000","0.951","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.227","0.025","0.000","4.1","0.000"
